Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,Dressing room,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Heat pump,Garden,Garden orientation,Conformity certification for fuel tanks, 40,50.83,4.45,Garden surface,Width of the lot on the street, 1,50.52,5.24,E-level (overall energy performance),Professional space,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Type of building,Obligation to build,How many fireplaces?,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19,Bedroom 5 surface,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 30,51.21,4.25,,50.72,4.51
10162184,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,Urban,114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162183,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,"Living area (residential, urban or rural)",102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162182,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,Isolated,102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162176,"€299,000",299000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue du Vieux-Mayeur 51,null,null,null,null,50.62,5.57,To be defined,,,,,,Good,,1,,144m²square meters,115m²square meters,Semi equipped,12m²square meters,1,11m²square meters,,,1,Yes,No,19m²square meters,,,,,,158kWh/m²kilowatt hour per square meters,B,20220620008340,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 299,000299000 €",,No,Rue du Vieux-Mayeur 514000- Liège,http://www.waw.immo,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162175,"€159,000",159000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue du Vieux-Mayeur 51,null,null,null,null,50.62,5.57,To be defined,,,,,,Good,2,,,110m²square meters,10m²square meters,Installed,11m²square meters,3,11m²square meters,13m²square meters,,1,Yes,No,38m²square meters,,,,,,435kWh/m²kilowatt hour per square meters,F,20220205001765,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 159,000159000 €",,No,Rue du Vieux-Mayeur 514000- Liège,http://www.waw.immo,,,,,,,,,,Link to the virtual visit,,,,,10m²square meters,,,,,,,,,,,,,,,No,120m²square meters,Connected,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162086,"€299,000",299000€,Belgium,null,Walloon Brabant,Nivelles,Nivelles,1400,Rue Seutin 2,null,null,null,null,50.6,4.32,At delivery,,LA MALOGNE,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,,,Non flood zone,,,,No,Rue Seutin 21400- Nivelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161791,"€185,000",185000€,Belgium,null,Luxembourg,Neufch\\u00e2teau,Bertrix,6880,rue des Corettes,null,null,null,null,50,5.71,After signing the deed,,Zone Centre Province du Luxembourg,1971,,,Good,3,1,Urban,100m²square meters,20m²square meters,Installed,11m²square meters,2,10m²square meters,14m²square meters,1,1,,No,,,,,,,185kWh/m²kilowatt hour per square meters,C,20220915009356,39 kg CO₂/m²,18713 kWh/year,,Gas,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 185,000185000 €",€ 413413 €,No,rue des Corettes6880- Bertrix,http://honestybastogne.be/,4963570,6.14 m,,34m²square meters,,,,,,,,,,,,,,,,,,,52m²square meters,Yes,Yes,,,,,,220m²square meters,Connected,No,,,,,,,,,7 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161801,"€350,528",412542€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,No,No,,Non flood zone,,,,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161789,"€720,000",720000€,Belgium,null,Brussels,Brussels,Woluwe-St-Lambert,1200,Avenue des Cerisiers,,,,,,,October 1 2022 - 12:00 AM,Bruxelles (19 communes),1913,To renovate,,,6 m,Isolated,,Link to the virtual visit,41m²square meters,Yes,10m²square meters,5,24m²square meters,17m²square meters,11m²square meters,1,Yes,Yes,176m²square meters,No,No,Yes,,,321kWh/m²kilowatt hour per square meters,F,Not specified,82 kg CO₂/m²,Not specified,Fuel oil,,"€ 720,000720000 €",,,,,,,,,"€ 1,5221522 €",No,"Avenue des Cerisiers, 2121200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4971150,,2,,,,number,latitude,longitude,After signing the deed,267m²square meters,Not installed,2,Yes,,11m²square meters,,,,,,,,,,No,15m²square meters,,,No,,Connected,Yes,45m²square meters,,,,,,,,2m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
10161665,"€359,000",359000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,To be defined,May 1 2023 - 12:00 AM,,1956,,,As new,3,8,"Living area (residential, urban or rural)",182m²square meters,26m²square meters,Hyper equipped,13m²square meters,4,14m²square meters,11m²square meters,1,2,Yes,No,25m²square meters,No,No,Yes,,No,178kWh/m²kilowatt hour per square meters,B,2438028,5149 kg CO₂/m²,Not specified,No,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 359,000359000 €",€ 907907 €,No,Stationstraat 309600- Ronse,,4970817,6 m,1,,,,,,,,,,,,12m²square meters,,,,,,,,170m²square meters,,Yes,11m²square meters,,,,,1424m²square meters,Connected,Yes,,,,,,,,952m²square meters,11 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160433,"€499,000",499000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,After signing the deed,December 31 2022 - 12:00 AM,,1940,,,Good,2,,Isolated,114m²square meters,22m²square meters,USA hyper equipped,18m²square meters,3,11m²square meters,14m²square meters,1,1,,No,29m²square meters,No,No,Yes,,No,492kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,,Gas,,Yes,,,,No,,"Living area (residential, urban or rural)","€ 499,000499000 €",€ 828828 €,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4970771,5.2 m,1,15m²square meters,,,,,,Link to the virtual visit,,2,Yes,,8m²square meters,,,,,,,,100m²square meters,,,,,,,,475m²square meters,Connected,Yes,,,,,,,,383m²square meters,6 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158640,"€269,000",269000€,Belgium,null,Luxembourg,Marche-en-Famenne,Hotton,6990,Rue Simon 46\\/2,null,null,null,null,50.27,5.45,After signing the deed,,,1976,,,Good,4,7,Countryside,153m²square meters,32m²square meters,Semi equipped,7m²square meters,3,11m²square meters,17m²square meters,1,1,,No,,No,,Yes,,No,247kWh/m²kilowatt hour per square meters,C,20220512002038,10 kg CO₂/m²,37859 kWh/year,,Pellet,,,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 269,000269000 €",€ 610610 €,No,Rue Simon 46/26990- Hotton,http://www.picardimmo.be,4968667,14 m,1,,,,,,,,,1,,,21m²square meters,,,,,,,,99m²square meters,,,,17m²square meters,Yes,,,3418m²square meters,,No,,,,,,,,,49.5 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159386,"€419,000",419000€,Belgium,null,Limburg,Maaseik,Lommel,3920,Kerkstraat 3,null,null,null,null,51.23,5.31,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,No,No,,,,,No,Kerkstraat 33920- Lommel,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158591,"€755,000",755000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,To be defined,June 1 2023 - 12:00 AM,Brabant Wallon,,,,,,,,,,,,,,,,,,,,,,,,,86kWh/m²kilowatt hour per square meters,B,Not specified,100 kg CO₂/m²,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970302,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154577,"€670,000",675000€,Belgium,null,Brussels,Brussels,Woluwe-St-Lambert,1200,Boulevard de la Woluwe 62 bo\\u00eete 3,null,null,null,null,50.84,4.44,At delivery,June 30 2024 - 12:00 AM,Brabant Flamand,,,,,,1,,,,,,,,,,,,,,,,,,,115kWh/m²kilowatt hour per square meters,B,Not specified,45 kg CO₂/m²,Not specified,,,,,,,,,Non flood zone,,,,No,Boulevard de la Woluwe 62 boîte 31200- Woluwe-St-Lambert,http://www.latouretpetit.be,4930894,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161792,"€658,500",658500€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,After signing the deed,February 1 2023 - 12:00 AM,,2005,,,Good,4,2,Countryside,200m²square meters,26m²square meters,USA hyper equipped,11m²square meters,4,20m²square meters,13m²square meters,1,2,,No,50m²square meters,No,No,Yes,,No,229kWh/m²kilowatt hour per square meters,C,20220817-0002643021-RES-1,9176 kg CO₂/m²,Not specified,,Gas,,Yes,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 658,500658500 €",€ 922922 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4962769,,1,,,,,,,,Yes,1,,,14m²square meters,,,,,,,,,,Yes,8m²square meters,10m²square meters,Yes,Yes,,620m²square meters,Connected,Yes,,,,,,,,400m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152278,"€145,000",145000€,Belgium,null,Luxembourg,Marche-en-Famenne,Hotton,6990,Rue Simon 46\\/2,null,null,null,null,50.27,5.45,After signing the deed,,,1949,,,To be done up,3,,Isolated,176m²square meters,,Semi equipped,14m²square meters,3,11m²square meters,11m²square meters,2,2,Yes,No,,No,,Yes,,No,623kWh/m²kilowatt hour per square meters,G,20210521003747,93 kg CO₂/m²,109795 kWh/year,,Wood,,Yes,Yes,No,No,,,"Living area (residential, urban or rural)","€ 145,000145000 €",€ 302302 €,No,Rue Simon 46/26990- Hotton,http://www.picardimmo.be,4966492,17.5 m,,,,,,,,,,1,,,14m²square meters,,,,,,,Yes,190m²square meters,Yes,Yes,,,,,,480m²square meters,,No,,,,,,,,290m²square meters,40.4 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151895,"€235,000",235000€,Belgium,null,Li\\u00e8ge,Waremme,Braives,4260,Chauss\\u00e9e de Tirlemont 15\\/1,null,null,null,null,50.64,5.16,After signing the deed,,Hannut et 5 kms,1900,,,To be done up,4,,Countryside,155m²square meters,24m²square meters,Semi equipped,25m²square meters,3,6m²square meters,12m²square meters,1,2,,No,,,,,,,510kWh/m²kilowatt hour per square meters,F,20201005010094,128 kg CO₂/m²,105321 kWh/year,,Fuel oil,,,,No,,,,"Living area (residential, urban or rural)","€ 235,000235000 €",€ 510510 €,No,Chaussée de Tirlemont 15/14260- Braives,http://www.immodemarneffe.be,4966677,41 m,,27m²square meters,,,,,,,Yes,1,,,16m²square meters,,,,,,,,237m²square meters,Yes,,,,,,,945m²square meters,Connected,No,,,,,,,,400m²square meters,,,,,,,,,,,,,,,,,,,110m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153006,"€336,000",384000€,Belgium,null,Antwerp,Mechelen,Lier,2500,Antwerpsesteenweg 359,null,null,null,null,51.14,4.55,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,No,No,,,,,No,Antwerpsesteenweg 3592500- Lier,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151862,"€365,000",555000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,February 28 2025 - 12:00 AM,Gent en omstreken,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,,No,No,Non flood zone,,,,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4966777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153840,"€373,000",417000€,Belgium,null,Hainaut,Soignies,Lessines,7860,Porte d'Ogy 78,null,null,null,null,50.71,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,No,Porte d'Ogy 787860- Lessines,http://www.immobeguin.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153222,"€449,000",477000€,Belgium,null,Antwerp,Turnhout,HERENTALS,2200,Grote Markt 10,null,null,null,null,51.18,4.84,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,No,,No,,,,,No,Grote Markt 102200- HERENTALS,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153226,"€485,000",485000€,Belgium,null,Antwerp,Turnhout,HERENTALS,2200,Grote Markt 10,null,null,null,null,51.18,4.84,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,No,No,,,,,No,Grote Markt 102200- HERENTALS,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158270,"€450,000",450000€,Belgium,null,Luxembourg,Arlon,Arlon,6700,Rue Joseph Netzert 7-9,null,null,null,null,49.68,5.81,After signing the deed,,Arrondissement Arlon,1966,,,Good,4,3,Urban,178m²square meters,25m²square meters,Installed,14m²square meters,3,15m²square meters,12m²square meters,1,3,Yes,No,1m²square meter,No,No,Yes,,No,461kWh/m²kilowatt hour per square meters,F,20220203007848,114 kg CO₂/m²,82148 kWh/year,,Fuel oil,,Yes,,,,,Non flood zone,,"€ 450,000450000 €","€ 1,1171117 €",No,Rue Joseph Netzert 7-96700- Arlon,http://www.weinvest.be,4969959,14 m,1,,,,,,,,Yes,,Yes,,11m²square meters,,,,,,,,107m²square meters,,Yes,,17m²square meters,Yes,Yes,,865m²square meters,Connected,No,,,,,,,,758m²square meters,20.46 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161587,"€599,000",599000€,Belgium,null,East Flanders,Aalst,Aalst,9300,Parklaan 63,null,null,null,null,50.93,4.04,After signing the deed,,,1938,,,Good,2,,,265m²square meters,,Installed,33m²square meters,5,19m²square meters,19m²square meters,1,2,Yes,No,80m²square meters,,,,,,295kWh/m²kilowatt hour per square meters,C,20220823-0002660466-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,Yes,Yes,,,Non flood zone,"Living area (residential, urban or rural)","€ 599,000599000 €",€ 899899 €,No,Parklaan 639300- Aalst,http://www.bricksimmo.be,18349 - Parklaan 91,,,,,,,,,Link to the virtual visit,,,,,17m²square meters,,,,,,,,,,,17m²square meters,,,,,393m²square meters,,,,,,"Yes, conform",,,,170m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8m²square meters,,,,,,,,,,,
10149128,Make,159000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,After signing the deed,December 1 2022 - 12:00 AM,,1900,,,Good,2,,Urban,106m²square meters,19m²square meters,Installed,14m²square meters,3,25m²square meters,25m²square meters,1,2,Yes,No,,No,No,Yes,,No,252kWh/m²kilowatt hour per square meters,C,20190815007886,47 kg CO₂/m²,30697 kWh/year,No,Gas,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 159,000Make an offer starting from159000 €",€ 438438 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4933897,8 m,,,,,,,,Link to the virtual visit,Yes,2,Yes,,11m²square meters,,,,,,,,40m²square meters,,Yes,,7m²square meters,Yes,,,40m²square meters,Connected,Yes,,,,,,,,,8 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150355,Make,289000€,Belgium,null,Li\\u00e8ge,Huy,Huy,4500,Avenue des Ardennes 1\\/02,null,null,null,null,50.52,5.24,After signing the deed,,,1958,,,Good,4,,Urban,290m²square meters,30m²square meters,Semi equipped,,3,,,1,2,Yes,No,10m²square meters,,,,,,312kWh/m²kilowatt hour per square meters,D,20220617017391,76 kg CO₂/m²,90274 kWh/year,No,Fuel oil,,Yes,,,,,,,"Make an offer starting from€ 289,000Make an offer starting from289000 €","€ 1,6171617 €",No,Avenue des Ardennes 1/024500- Huy,http://www.immo-bertrand.be,3067 - 2447,7 m,1,,,,,,,,,,,,,,,,,,,,,,,,14m²square meters,Yes,,,204m²square meters,,Yes,,,North East,,,,,100m²square meters,7 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150923,"€625,000",625000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Wezembeeklaan,,,,,,,September 1 2023 - 12:00 AM,Omgeving Kraainem,1991,Good,,,7 m,1,Isolated,190m²square meters,44m²square meters,Hyper equipped,9m²square meters,4,17m²square meters,16m²square meters,10m²square meters,2,10m²square meters,,390m²square meters,No,No,Yes,No,,256kWh/m²kilowatt hour per square meters,C,0002686656-RES-1,Not specified,Not specified,Gas,,Non flood zone,,,,,,,"€ 625,000625000 €",,"€ 2,3422342 €",No,"Wezembeeklaan, 1201950- Kraainem",http://www.keystones.be,4960416,,3,2,,,,latitude,longitude,,,,2,Yes,,8m²square meters,,,,,,,,,,No,2,Yes,Yes,,,10 mmeters,Yes,260m²square meters,,,,,,,,10m²square meters,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955479,"€239,000","€259,000",Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Trooz,4870,Grand rue 191,null,null,null,null,50.58,5.68,After signing the deed,October 1 2022 - 12:00 AM,Grand Liège,1997,,,To be done up,3,2,Isolated,120m²square meters,,Semi equipped,,3,20m²square meters,14m²square meters,2,2,,No,32m²square meters,,,,,,712kWh/m²kilowatt hour per square meters,G,20220310000153,203 kg CO₂/m²,87179 kWh/year,,Electric,,,,Yes,No,,,"Living area (residential, urban or rural)","€ 239,000239000 €","€ 1,0161016 €",No,Grand rue 1914870- Trooz,http://www.groupecadimmo.be,4788363,,1,,,,,,,,,2,,,9m²square meters,,,,,,,,,,,,,,,,503m²square meters,,,,,,,,,,250m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160268,"€335,000",335000€,Belgium,null,Luxembourg,Arlon,Arlon,6700,Rue Joseph Netzert 7-9,null,null,null,null,49.68,5.81,After signing the deed,,Arrondissement Virton,1964,,,To renovate,4,,"Living area (residential, urban or rural)",286m²square meters,35m²square meters,USA semi equipped,13m²square meters,4,15m²square meters,11m²square meters,1,2,,No,,,,,,,489kWh/m²kilowatt hour per square meters,F,20220317023856,121 kg CO₂/m²,99471 kWh/year,,Fuel oil,,Yes,,,,,,,"€ 335,000335000 €",€ 726726 €,No,Rue Joseph Netzert 7-96700- Arlon,http://www.weinvest.be,4968630,,1,52m²square meters,,,,,,Link to the virtual visit,Yes,1,,,18m²square meters,,,,,,,,,,,13m²square meters,12m²square meters,Yes,,,2215m²square meters,Connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,22m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160134,"€450,000",450000€,Belgium,null,Brussels,Brussels,Bruxelles,1020,Av.de la Brise 46,null,null,null,null,50.9,4.36,After signing the deed,February 13 2023 - 12:00 AM,Bruxelles (19 communes),1971,,,Good,2,,Urban,145m²square meters,33m²square meters,Hyper equipped,7m²square meters,3,16m²square meters,15m²square meters,1,3,,,4m²square meters,No,Yes,,,No,413kWh/m²kilowatt hour per square meters,G,Not specified,83 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,,"€ 450,000450000 €","€ 2,1882188 €",No,Av.de la Brise 461020- Bruxelles,http://www.urban-concept.be,4928810,,,,,,,,,Link to the virtual visit,,1,,,7m²square meters,,,,,,,,,,,,,,,,122m²square meters,,,,,,"Yes, conform",,,,64m²square meters,,,,,,,,,,,,,,,,,,28m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
