immowebCode,type,priceString,price,country,province,district,locality,postalCode,street,latitude,longitude,availableDate,neighborhoodOrLocality,constructionYear,floor,numberOfFloors,buildingCondition,numberOfFrontages,outdoorParkingSpaces,surroundingsType,livingArea,livingRoomSurface,kitchenType,kitchenSurface,bedrooms,bedroom1Surface,bedroom2Surface,bathrooms,toilets,basement,furnished,terraceSurface,elevator,disabilityAccess,tvCable,visioPhone,swimmingPool,energyConsumption,energyClass,EPCReportReference,CO2Emission,yearlyEnergyConsumption,heatingType,thermicSolarPanels,doubleGlazing,planningPermission,subdivisionPermit,floodZoneType,landUseDesignation,cadastralIncome,tenementBuilding,streetFrontageWidth,coveredParkingSpaces,basementSurface,monthlyCharges,diningRoom,showerRooms,intercom,bedroom3Surface,armoredDoor,propertyName,laundryRoom,terraceOrientation,caretaker,commonWaterHeater,livingRoom,terrace,attic,bedroom4Surface,officeSurface,office,alarm,eLevel,heatPump,PVSolarPanels,plotSurface,lotWidth,gasWaterElectric,gardenSurface,gardenOrientation,dressingRoom,professionalSpace,sewerConnection,jacuzzi,sauna,buildingType,fireplaces,garden,airConditioning,internet,professionalSpaceSurface,atticSurface,isolated,bedroom5Surface,streetFacing,woodedLand,rearPlot,flatLand
9817868,House,"€359,000",399000.0,Belgium,East Flanders,Sint-Niklaas,Kruibeke,9150.0,Bazelstraat 32,51.17,4.31,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10120498,House,"€364,500",369500.0,Belgium,Antwerp,Mechelen,Heist-op-den-Berg,2220.0,Theofiel De Biestraat 11,51.08,4.72,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9862733,House,"€365,000",365000.0,Belgium,Antwerp,Mechelen,Heist-op-den-Berg,2220.0,Theofiel De Biestraat 11,51.08,4.72,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9623528,House,"€375,000",375000.0,Belgium,Brussels,Brussels,Uccle,1180.0,Avenue des aubepines 32,50.78,4.38,None,Bruxelles-Sud,1920,None,None,To be done up,2,None,Isolated,160,14,2,11,4,15,14,2,2,0,1,20,1,1,2,0,1,370,D,Not specified,None,None,1,0,2,0,0,1,None,€ 855855 €,1,6.52,None,10,,2,2,0,9,0,None,0,0,0,0,0,0,2,40,None,0,0,None,0,0,160,6.52,2,50,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10099202,House,"€375,000",375000.0,Belgium,East Flanders,Oudenaarde,Ronse,9600.0,Stationstraat 30,50.74,3.6,December 6 2022 - 12:00 AM,Vlaamse Ardennen,1969,None,None,Just renovated,3,3,"Living area (residential, urban or rural)",239,None,2,None,3,24,15,1,2,2,1,20,1,1,2,0,1,198,B,1480756,6789,None,1,2,2,2,1,2,"Living area (residential, urban or rural)",€ 592592 €,1,7,1,None,,0,1,0,15,0,None,0,0,0,0,2,0,2,None,None,0,0,None,0,0,744,11.3,2,425,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9855121,House,"€379,000",414150.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Dilbeek,1700.0,Astridlaan 1,50.85,4.27,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,25,A,1213,None,None,0,0,0,2,2,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10107467,House,"€380,000",380000.0,Belgium,East Flanders,Sint-Niklaas,Beveren,9120.0,Oude zandstraat,99.0,999.0,None,None,None,None,None,None,1,None,None,33,None,0,None,None,14,12,3,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,1,1,0,None,No,0,4,3,None,,0,None,0,11,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,15,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9818152,House,"€390,000",390000.0,Belgium,Liege,Liege,Trooz,4870.0,Grand rue 191,50.58,5.68,August 31 2022 - 12:00 AM,Grand Liège,1973,None,None,Good,4,4,Isolated,173,33,2,24,3,22,11,1,2,2,1,29,0,0,0,0,0,269,D,20220317025108,67,65914,3,0,2,0,1,1,"Living area (residential, urban or rural)","€ 1,5281528 €",1,13.9,2,None,,2,1,0,19,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,1130,19.9,1,550,0,0,0,2,0,0,,None,0,0,,21,None,0,None,0,0,0,0
10087294,House,"€399,000",399000.0,Belgium,Walloon Brabant,Nivelles,Rixensart,1330.0,Avenue Fond Jean Rosy 17A,50.71,4.51,None,Brabant Wallon,1940,None,None,To renovate,4,4,Isolated,215,None,2,9,4,30,16,2,2,0,1,40,1,1,2,0,1,584,G,20220706011215,146,161499,3,0,2,2,2,0,"Living area (residential, urban or rural)","€ 2,2132213 €",1,15,1,47,,2,1,0,14,0,None,0,0,0,0,2,0,0,8,None,0,0,None,0,0,3882,14,1,None,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10115010,House,"€399,000",399000.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Vilvoorde,1800.0,200 Hendrik I Lei,50.94,4.43,None,Bruxelles - Périphérie Nord,1837,None,None,Good,3,3,Isolated,156,31,6,12,3,13,11,1,1,0,1,45,1,1,2,0,1,385,D,20150216-0001732474-1,None,None,1,0,2,0,1,0,None,"€ 1,4031403 €",1,5,None,18,,2,None,0,34,0,None,0,0,0,0,0,0,2,None,None,0,2,None,0,0,280,7,2,224,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10045199,House,"€399,000",399000.0,Belgium,Liege,Liege,Trooz,4870.0,Grand rue 191,50.58,5.68,August 31 2022 - 12:00 AM,Grand Liège,1958,None,None,Good,4,4,Isolated,200,28,3,11,4,21,15,1,2,2,1,40,1,1,2,0,1,308,D,20220731002235,76,65370,3,0,0,0,1,1,"Living area (residential, urban or rural)","€ 1,2391239 €",1,15,1,None,,2,1,0,16,0,None,0,0,0,0,0,0,2,16,8,2,0,None,0,0,1653,26,1,1350,0,0,0,2,0,0,,None,0,0,,20,None,0,None,0,0,0,0
9836043,House,"€405,000",405000.0,Belgium,East Flanders,Gent,Gent,9000.0,Laurent Delvauxstraat 2,51.04,3.72,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,All kind,None,0,0,,None,None,0,None,0,0,0,0
9842651,House,"€410,000",410000.0,Belgium,East Flanders,Aalst,Zottegem,9620.0,Steenweg op Aalst 96,50.9,3.83,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,1,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10070218,House,Make,415000.0,Belgium,Hainaut,Charleroi,Les Bons Villers,6210.0,Rue Albert 1er 19,50.54,4.45,None,None,1875,None,None,To be done up,4,5,Urban,165,40,1,16,3,17,16,1,2,2,1,50,0,0,0,0,0,472,F,20220803012667,117,88768,3,0,2,0,0,1,Farming area,€ 964964 €,1,9,None,None,,0,1,0,12,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,1000,None,1,899,0,0,2,1,0,0,,None,0,0,,24,None,0,None,0,0,0,0
10027384,House,Make,419000.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Vilvoorde,1800.0,200 Hendrik I Lei,50.94,4.43,None,None,1958,None,None,Good,4,3,Urban,140,37,3,13,3,13,22,1,2,0,1,22,1,1,2,0,1,442,E,202207140002641037,None,None,1,0,0,0,1,1,None,€ 750750 €,1,8,1,66,,2,None,0,13,0,None,0,0,0,0,0,0,0,None,None,2,0,None,0,0,560,16,2,461,0,0,0,2,0,0,,None,0,0,,None,60,0,None,0,0,0,0
10036288,House,"€425,000",425000.0,Belgium,Walloon Brabant,Nivelles,Rixensart,1330.0,Avenue Fond Jean Rosy 17A,50.71,4.51,None,Brabant Wallon,1986,None,None,Good,4,3,Isolated,161,40,4,13,3,23,18,1,2,0,1,31,1,1,2,0,1,192,C,20220706008119,48,40575,3,0,2,0,1,1,None,"€ 2,2532253 €",1,8,2,None,,0,None,0,17,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,630,18,1,517,0,0,0,2,0,0,,None,0,0,,None,35,0,None,0,0,0,0
10118004,House,"€425,000",475000.0,Belgium,Flemish Brabant,Leuven,Herent,3020.0,Mechelsesteenweg 382,50.9,4.67,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,2,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9765508,House,"€430,000",430000.0,Belgium,Brussels,Brussels,Bruxelles,1020.0,Av.de la Brise 46,50.9,4.36,None,None,1963,None,None,To be done up,2,1,"Living area (residential, urban or rural)",135,30,2,10,3,13,12,1,2,0,1,6,1,1,0,0,1,309,F,Not specified,61,None,1,0,2,0,0,0,None,"€ 1,8191819 €",1,6.16,1,None,,0,None,0,10,0,None,0,0,0,0,0,0,0,None,10,2,2,None,0,0,194,None,0,100,0,0,0,0,0,0,,None,0,0,,None,30,0,None,0,0,0,0
10086164,House,"€445,000",445000.0,Belgium,Walloon Brabant,Nivelles,Rixensart,1330.0,Avenue Fond Jean Rosy 17A,50.71,4.51,None,Brabant Wallon,1992,None,None,Good,4,6,Urban,178,51,2,None,3,16,25,1,3,0,0,41,1,1,2,0,1,272,D,20220713024611,67,64159,3,0,2,0,1,0,None,"€ 2,4542454 €",1,19,2,None,,0,1,0,17,0,None,0,0,0,0,0,0,0,None,8,2,0,None,0,0,1163,11,1,1030,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9859951,House,"€445,000",490000.0,Belgium,East Flanders,Sint-Niklaas,Beveren,9120.0,Vesten 47,51.21,4.26,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9497970,House,"€449,000",449000.0,Belgium,Brussels,Brussels,Bruxelles,1020.0,Av.de la Brise 46,50.9,4.36,None,Bruxelles (19 communes),1930,None,None,As new,2,None,Urban,137,18,8,13,4,13,22,2,2,0,0,16,0,0,0,0,0,229,E,Not specified,50,None,1,0,2,0,0,0,None,€ 604604 €,1,5.5,None,40,,0,2,0,11,0,None,0,0,0,0,0,0,0,12,6,2,0,None,0,0,68,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9933807,House,Make,449000.0,Belgium,Liege,Liege,Oupeye,4680.0,Rue de la Wallonie 2A,50.71,5.62,October 1 2022 - 12:00 AM,Liège environs,2003,None,None,Good,4,3,Landscape,198,24,2,20,5,15,13,1,2,2,1,37,1,1,2,0,1,163,B,20220524001596,25,42352,1,2,2,2,1,1,"Living area (residential, urban or rural)","€ 1,5641564 €",1,15,1,None,,2,2,2,13,0,None,0,0,0,0,0,0,0,13,13,2,2,None,0,0,1177,116,2,600,0,0,0,2,0,0,,None,0,0,,None,None,0,12,0,0,0,0
10131302,House,"€449,500",461250.0,Belgium,Antwerp,Mechelen,St-Katelijne-Waver,2860.0,Mechelsesteenweg 27,51.06,4.53,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10010856,House,"€450,000",450000.0,Belgium,Brussels,Brussels,Bruxelles,1050.0,Avenue Louise 433,50.82,4.37,None,None,2018,None,None,As new,2,2,Urban,163,27,4,14,5,18,11,2,3,0,1,30,1,1,0,2,1,66,A,Not specified,None,None,1,0,2,0,1,1,"Living area (residential, urban or rural)","€ 1,2301230 €",1,7,1,None,,0,2,0,10,0,None,0,0,0,0,0,0,2,14,None,0,0,None,0,0,230,7,2,70,0,0,0,2,0,0,,None,0,0,,None,None,0,14,0,0,0,0
10071526,House,"€463,000",605000.0,Belgium,East Flanders,Gent,Gent,9000.0,Sint-Denijslaan 1,51.03,3.72,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,1,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9893520,House,"€465,000",465000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,None,None,None,None,None,None,16,None,0,None,None,17,16,2,None,1,0,None,1,2,1,0,0,0,E,54 kg CO₂/m²,None,None,0,0,2,0,0,0,None,No,0,2,None,None,,0,3,2,16,0,None,0,0,0,0,0,0,0,None,None,2,0,None,0,0,None,None,0,None,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9888818,House,"€465,000",465000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,None,None,None,None,None,None,16,None,0,None,None,17,16,2,None,1,0,None,1,2,1,0,0,0,E,54 kg CO₂/m²,None,None,0,0,2,0,0,0,None,No,0,2,None,None,,0,3,2,16,0,None,0,0,0,0,0,0,0,None,None,2,0,None,0,0,None,None,0,None,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10056454,House,"€475,000",475000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,None,None,None,1,None,None,25,None,0,None,None,12,9,1,None,2,2,None,1,2,1,0,0,0,None,7472 kg CO₂/m²,None,None,0,0,0,0,1,0,None,No,0,3,3,None,,0,1,0,None,2,None,0,0,0,0,0,0,1,None,None,0,0,None,0,0,None,None,0,40,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10091462,House,"€490,000",499000.0,Belgium,Antwerp,Turnhout,HERENTALS,2200.0,Grote Markt 10,51.18,4.84,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10116962,House,"€499,000",499000.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Linkebeek,1630.0,Hollebeekstraat 163A,50.77,4.35,None,None,1957,None,None,Just renovated,2,None,"Living area (residential, urban or rural)",158,31,2,4,4,20,16,1,3,2,1,11,0,0,0,0,0,259,E,20170911-0000511829-01-2,52,None,1,0,2,0,0,1,"Living area (residential, urban or rural)","€ 1,4001400 €",1,6,None,None,,0,1,0,14,0,None,0,0,0,0,0,0,0,13,None,0,2,None,0,0,115,6,2,55,90,0,0,0,0,0,,1,0,0,,None,None,0,None,0,0,0,0
10127823,House,Make,499000.0,Belgium,Walloon Brabant,Nivelles,Rixensart,1330.0,Avenue Fond Jean Rosy 17A,50.71,4.51,None,Brabant Wallon,1935,None,None,Good,4,2,Isolated,187,None,2,10,6,16,17,1,3,0,1,2240,1,1,2,0,1,282,D,20181109012403,47,64676,1,2,2,2,1,1,Residential park,"€ 1,0401040 €",1,7,None,2,,2,2,0,11,0,None,0,0,0,0,0,0,0,9,None,0,0,None,0,0,412,13,2,360,0,0,0,2,0,0,,None,0,0,,30,4,0,16,0,0,0,0
10132433,House,"€499,000",585000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Boulevard de la Woluwe 62 boite 3,50.84,4.44,December 29 2023 - 12:00 AM,Brabant Flamand,None,None,None,None,None,32,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,150,B,1,15,None,0,0,0,0,0,1,None,,1,None,32,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9136071,House,"€509,500",524500.0,Belgium,East Flanders,Gent,Wondelgem,9032.0,Industrieweg 76,51.09,3.7,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9414230,House,"€519,900",565582.0,Belgium,Walloon Brabant,Nivelles,Rixensart,1330.0,Avenue Franklin Roosevelt 104/29,99.0,999.0,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,1,0,None,,0,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10127969,House,"€524,000",539000.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Sterrebeek,1933.0,Tramlaan 249,50.86,4.5,None,None,None,None,None,None,None,2,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9897905,House,"€525,000",525000.0,Belgium,Brussels,Brussels,Bruxelles,1020.0,Avenue de L'amarante 39,50.9,4.36,August 15 2022 - 12:00 AM,Pagodes,1938,None,None,Good,2,1,"Living area (residential, urban or rural)",167,32,2,7,4,15,15,2,3,2,1,5,1,1,2,0,1,204,D,202202220000606291013,40,None,1,0,2,0,0,0,None,"€ 1,9361936 €",1,6,1,None,,0,1,0,13,0,None,0,0,0,0,0,0,2,13,6,2,0,None,0,0,178,6,2,70,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9926830,House,"€535,000",535000.0,Belgium,Brussels,Brussels,Bruxelles,1050.0,Avenue Louise 433,50.82,4.37,None,None,1979,None,None,As new,4,4,Countryside,155,29,8,16,2,22,15,1,2,0,0,35,1,1,2,0,1,337,D,20220516008624,84,64741,3,0,2,0,0,1,None,"€ 2,1552155 €",1,12,2,None,,2,1,2,None,0,None,0,0,0,0,0,0,0,None,5,2,0,None,0,0,1900,40,1,1300,0,0,0,1,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9404713,House,"€539,000",539000.0,Belgium,Brussels,Brussels,Bruxelles,1020.0,Avenue de L'amarante 39,50.9,4.36,None,None,1935,None,None,To renovate,2,1,"Living area (residential, urban or rural)",390,36,2,9,6,17,17,2,3,2,2,30,1,1,2,0,1,316,F,202104080000586298019,62,None,1,0,2,0,0,0,None,"€ 2,5212521 €",1,7,1,None,,2,1,0,17,0,None,0,0,0,0,0,0,2,17,None,0,0,None,0,0,386,7,2,346,0,0,0,2,0,0,,None,0,0,,17,None,0,17,0,0,0,0
10122283,House,"€550,000",550000.0,Belgium,Luxembourg,Marche-en-Famenne,Hotton,6990.0,Rue Simon 46/2,50.27,5.45,None,None,1918,None,None,As new,3,6,Countryside,330,31,8,32,5,48,15,2,3,2,1,None,0,0,0,0,0,355,E,20210627006901,3115,159902,3,0,2,0,0,3,"Living area (residential, urban or rural)",€ 865865 €,1,24,2,None,,2,2,0,15,0,None,0,0,0,0,0,2,2,15,15,2,0,None,0,0,1110,24,1,1110,0,0,0,1,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10059536,House,"€565,000",565000.0,Belgium,Brussels,Brussels,Anderlecht,1070.0,Rue Potaerdenberg 31,50.84,4.3,December 1 2022 - 12:00 AM,Nord /Ouest Bruxelles,1973,None,None,Good,3,2,Countryside,230,30,6,10,5,18,17,1,3,0,1,15,1,1,2,0,1,192,D,Not specified,48,None,3,0,2,2,1,1,None,"€ 1,9981998 €",1,6.5,1,None,,2,1,2,10,0,None,0,0,0,0,0,0,0,15,None,2,0,None,0,0,358,10,2,120,0,0,0,2,0,0,,None,0,0,,8,None,0,12,0,0,0,0
9983636,House,"€569,000",569000.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Zaventem,1930.0,Parklaan 59/1,50.89,4.47,None,Vlaams-Brabant Noorden,1920,None,None,To be done up,3,2,Urban,240,14,4,15,5,19,16,1,6,0,2,60,1,2,2,0,1,370,D,20210817-000245608-KNR-1,None,None,1,0,2,2,1,1,Mixed living area (accommodation &amp; economic activities),"€ 1,0431043 €",2,7,None,12,,0,1,0,12,0,None,0,0,0,0,0,0,2,19,None,0,2,None,0,0,280,7,2,80,0,0,0,2,0,0,,None,0,0,,150,None,0,None,0,0,0,0
10093752,House,"€569,000",569000.0,Belgium,West Flanders,Brugge,Brugge,8000.0,Noordzandstraat 66,51.21,3.22,None,None,1997,None,None,Good,4,3,"Living area (residential, urban or rural)",191,None,2,None,4,None,None,2,2,0,1,None,1,1,2,1,1,288,C,2474682,None,None,3,0,2,2,2,2,"Living area (residential, urban or rural)","€ 1,0531053 €",1,13,2,None,,0,None,1,None,0,None,2,0,1,0,2,0,0,None,None,1,1,None,1,0,1320,21,0,730,225,1,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9953126,House,"€573,850",607489.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Sterrebeek,1933.0,Tramlaan 249,50.86,4.5,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10085820,House,"€580,000",580000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,None,None,None,None,None,None,15,None,0,None,None,17,16,1,None,0,0,None,0,0,0,0,0,0,None,91 kg CO₂/m²,None,None,0,0,0,0,0,0,None,No,0,2,None,None,,0,1,0,17,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10117342,House,"€589,000",589000.0,Belgium,East Flanders,Gent,Gent,9000.0,Sint-Denijslaan 1,51.03,3.72,None,Oost-Vlaanderen,2003,None,None,Good,4,3,"Living area (residential, urban or rural)",160,30,2,11,4,15,10,1,2,0,1,None,1,1,2,0,1,265,C,20220808,None,None,1,0,2,2,2,1,"Living area (residential, urban or rural)","€ 1,2511251 €",1,10,1,None,,0,None,0,9,0,None,0,0,0,0,0,2,0,9,None,0,0,None,0,0,703,10,2,420,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9406677,House,"€595,000",645000.0,Belgium,Antwerp,Antwerp,Zandhoven,2240.0,Boshuisweg 50,51.24,4.66,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,1,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9836317,House,"€595,000",595000.0,Belgium,Liege,Liege,Trooz,4870.0,Grand rue 191,50.58,5.68,July 1 2022 - 12:00 AM,"Sprimont, Louveigné",1950,None,None,As new,4,6,"Living area (residential, urban or rural)",430,None,3,None,10,19,15,4,6,2,1,40,1,1,2,0,1,311,D,20141211003700,79,38819,3,0,2,0,0,1,None,"€ 3,2743274 €",2,15,None,None,,0,4,0,13,0,None,0,0,0,0,0,0,2,13,None,0,0,None,0,0,956,17,1,160,0,0,0,0,0,0,,None,0,0,,None,None,0,11,0,0,0,0
9912361,House,Make,599000.0,Belgium,Brussels,Brussels,Auderghem,1160.0,Rue Henri Strauven 1,50.82,4.42,None,None,1920,None,None,To renovate,2,None,Urban,190,33,3,None,4,23,15,3,3,2,2,18,0,1,2,0,1,246,E,20220504-0000611739-01-5,49,None,1,0,2,0,1,1,Residential park,"€ 1,0901090 €",1,5.5,1,None,,0,3,2,15,0,None,0,0,0,0,0,0,2,15,None,0,0,None,0,0,131,None,2,None,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9467840,House,"€624,222",667411.0,Belgium,Antwerp,Antwerp,Kontich,2550.0,Keizershoek 350A,51.12,4.41,None,DijleDelta - Midden in de stad aan de Dijle,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10107752,House,"€650,000",650000.0,Belgium,Brussels,Brussels,Woluwe-St-Pierre,1150.0,Val des Seigneurs,99.0,999.0,None,None,None,None,None,None,None,None,None,19,None,0,None,None,15,16,1,None,1,0,None,0,0,0,0,0,0,None,96 kg CO₂/m²,None,None,0,0,0,0,0,0,None,No,0,2,None,None,,0,2,0,15,0,None,0,0,0,0,0,0,0,6,None,0,0,None,0,0,110,None,0,15,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9843419,House,"€675,000",675000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,None,None,None,1,None,None,40,None,0,None,None,17,15,2,None,2,0,None,1,2,1,0,0,0,None,83 kg CO₂/m²,None,None,0,0,2,0,0,0,None,No,0,2,1,None,"€ 1,9421942 €",0,2,0,17,0,None,0,0,0,0,0,0,1,None,None,0,0,None,0,0,None,None,0,30,0,0,0,2,0,0,,None,0,0,,None,None,0,None,0,0,0,0
